model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL (RandomUnderSampler),100.0,0.9120997440580438,0.028469934271479223,0.8289742259124719,0.8947201262528685,0.9145886976443073,0.9357635433881616,0.9773000614330336,100.0,0.8573134615312025,0.04822686152464027,0.7146708026211583,0.8350960906187864,0.8606989551123623,0.8945427560388151,0.935356888810202,100.0,0.8749182009140961,0.036343857814700974,0.7441860465116279,0.8596345514950166,0.8827206801700425,0.9016306274370791,0.9247311827956988
DESKL (Standard),100.0,0.9130562785204072,0.0277061957983556,0.838799515654731,0.8946184382443251,0.9146903236605675,0.9356110423714881,0.9773000614330336,100.0,0.8584397339086982,0.04806016689629754,0.7172451073957263,0.8298788811729368,0.8630855617773936,0.896219430539986,0.9431828814615516,100.0,0.8765639961938192,0.03514980065395879,0.735632183908046,0.8571428571428571,0.8837209302325582,0.9037351443123938,0.9347826086956522
DESP (ClusterCentroids),100.0,0.9154321141807814,0.027720937997163915,0.8343254912479559,0.9019598797682089,0.916017907310756,0.9354901040003647,0.9734367023439732,100.0,0.8310695498028434,0.06456674375595937,0.5846935038513852,0.7973558182737541,0.8407576876362703,0.8762026542676571,0.9527239860077432,100.0,0.7447755637819463,0.1103648367175569,0.5234899328859061,0.6707650273224044,0.7347539847539848,0.8238970588235294,0.9565217391304348
DESP (RandomUnderSampler),100.0,0.9136307531256951,0.027387333825875413,0.8357488340702413,0.9003024603497356,0.9141249830554425,0.9304260078045911,0.9722166942105857,100.0,0.8013444279928915,0.06837935172155928,0.5810627359072815,0.7638561435148578,0.8146979495295523,0.8511849300266263,0.9272834352782624,100.0,0.6702582530405577,0.08186658898366565,0.41,0.6287989869368169,0.6666666666666666,0.7192982456140351,0.8913043478260869
DESP (Standard),100.0,0.9147477167098979,0.028157296147185044,0.8357507351669261,0.9051335519541761,0.917532641706973,0.9309347991369128,0.9736421034423112,100.0,0.8028840472521506,0.07132566318988423,0.5684000376721762,0.7708037558793083,0.8140790675104354,0.8463937186493699,0.9479759145298936,100.0,0.6754717972970335,0.08388947196657921,0.448087431693989,0.6237971014492754,0.6726554946825652,0.7302152104947269,0.9361702127659576
DecisionTreeClassifier (ClusterCentroids),100.0,0.8862855439658418,0.04117892537332928,0.7702233292666396,0.861397249610794,0.8928040131465145,0.9142330272514911,0.9662558380902958,100.0,0.669564660083812,0.1256997667323567,0.2184403614927803,0.6025762743427916,0.6877925964749926,0.7584875130696778,0.8614952812402843,100.0,0.7679883399189211,0.08831623500401956,0.4,0.7286931818181818,0.7808045977011495,0.8262959866220736,0.9032258064516128
DecisionTreeClassifier (RandomUnderSampler),100.0,0.8717052849969036,0.035991069844209966,0.770904687770282,0.8461857810067462,0.8758634557794359,0.8990113961996988,0.9481664071959868,100.0,0.47416923162021246,0.11959245528048422,0.221851214529163,0.39253657164393285,0.447843747391114,0.5360532971939668,0.7446511107929138,100.0,0.6657607732842905,0.09223628036256644,0.4,0.6098010316875461,0.6543755310110451,0.7122252747252747,0.8571428571428571
DecisionTreeClassifier (Standard),100.0,0.8712301793040177,0.034173228175196926,0.7919780314824425,0.8477488537758735,0.8715351985325293,0.8993163362407626,0.9394884618379724,100.0,0.48020301470106985,0.11072291813635161,0.2140889231083199,0.39801958844879864,0.4614994544039495,0.5416945414468821,0.7446511107929138,100.0,0.6709305823817214,0.0882226270576962,0.3592814371257485,0.6137521222410867,0.6600624634003514,0.7260659694288013,0.8571428571428571
Exponential (ClusterCentroids),100.0,0.9156426305086167,0.027899633180450644,0.8385962636222106,0.9023744732766303,0.9134705634963127,0.9344424258408738,0.9752667145440544,100.0,0.8186372497673807,0.0737546372843685,0.6520616176648711,0.7717628613678411,0.8302340341494032,0.8714089658642987,0.9406460470892524,100.0,0.819068531170657,0.047706020044999874,0.6722689075630253,0.7878787878787878,0.8186021505376344,0.8522060943958474,0.9565217391304348
Exponential (RandomUnderSampler),100.0,0.9159067906364602,0.026642748834057723,0.8169131638124891,0.9025269742933038,0.9148366544665854,0.9333752286855758,0.9756733839218504,100.0,0.759509658747892,0.07412608605709031,0.6163999152314492,0.7026783112718518,0.7666281689285078,0.8227283795802557,0.8942886104291049,100.0,0.8004634053794036,0.044467840232978145,0.6818181818181818,0.7732579861759761,0.7959183673469388,0.8291329132913291,0.9263157894736842
Exponential (Standard),100.0,0.9166563555077883,0.02722363870231802,0.8383930115896904,0.9024979747648672,0.922888563937944,0.9341885054488844,0.9752667145440544,100.0,0.7674285297013236,0.07674217771072361,0.5871705331260845,0.71866561163213,0.7707736257292226,0.8265198452040928,0.9453391208767647,100.0,0.806249199157276,0.04861345463580498,0.6804123711340206,0.7777777777777778,0.8116009714178966,0.8385714285714285,0.9263157894736842
ExtraTreesClassifier (ClusterCentroids),100.0,0.907827249524972,0.02952780076030434,0.8291774779449922,0.8932103518987999,0.9061483326555511,0.925563995790258,0.9777067308108296,100.0,0.8692202628927022,0.04228500403744283,0.7440681689319358,0.8486735172677506,0.8722830158084796,0.8972538692316908,0.9423422334894874,100.0,0.882115272506707,0.036138380045319815,0.7654320987654321,0.8604651162790697,0.8850422832980973,0.907505285412262,0.9565217391304348
ExtraTreesClassifier (RandomUnderSampler),100.0,0.9078870551029268,0.029323587626353547,0.8291774779449922,0.8932104758833663,0.913978982874935,0.9257164348146482,0.9779100654997276,100.0,0.8642994322816172,0.043409174705427656,0.7500446987922328,0.8412771990205643,0.8661987699513792,0.8969517385270172,0.9461089889225318,100.0,0.8798484728315722,0.03645021063775215,0.7654320987654321,0.8604651162790697,0.8863636363636364,0.9010989010989012,0.9565217391304348
ExtraTreesClassifier (Standard),100.0,0.9073427571628082,0.02911296291982852,0.8289742259124719,0.8934136865876978,0.9061483326555511,0.925563995790258,0.9779100654997276,100.0,0.8658534573574957,0.04350260967045843,0.7432149165045726,0.8459095292093832,0.8662725961432245,0.89578996608926,0.9438525585599612,100.0,0.8787459955296651,0.036819647623011376,0.7560975609756098,0.8596345514950166,0.8837209302325582,0.8994320286455117,0.9565217391304348
KNOP (ClusterCentroids),100.0,0.9149926136238533,0.02577236293137815,0.8447604544313984,0.9000026920478725,0.9161500379269667,0.9339144048100665,0.9687600044993208,100.0,0.8433654684707164,0.05102842898117473,0.6926452189531812,0.8139274407577461,0.8456048356922324,0.8775267507489234,0.9428261204898492,100.0,0.7059572732887444,0.15516642471085,0.4041450777202072,0.5945945945945946,0.7207207207207207,0.8302612176111228,0.9565217391304348
KNOP (RandomUnderSampler),100.0,0.9128634213759171,0.026493094303171004,0.8339214668742432,0.8980698346499615,0.9141075427795996,0.9305803065974773,0.9634103096350112,100.0,0.8458769843658004,0.05038872252627373,0.6769344028219476,0.8194760533329251,0.8451099433196811,0.8778736000926339,0.9504617590584904,100.0,0.6110616462569329,0.122606117128496,0.3333333333333333,0.5242450638792102,0.6124217621569572,0.6960510570402871,0.8631578947368421
KNOP (Standard),100.0,0.9131614098969159,0.02689769845858606,0.833108458744162,0.8975968313308331,0.9142468396597823,0.9331387303234735,0.9677433310548312,100.0,0.8469432314622939,0.052259939329066335,0.702647809934598,0.8191226366325228,0.8507056481541033,0.8802510829139442,0.9525562707702276,100.0,0.616325991685723,0.12873209778443115,0.3305084745762712,0.5097414762083177,0.629222309505106,0.7000659195781147,0.898876404494382
KNORAE (ClusterCentroids),100.0,0.9047061760194643,0.028451889137262626,0.8274121118254263,0.890936897026122,0.9076792013128788,0.9226018377572786,0.9636766372768726,100.0,0.7050000527116839,0.09446212822938589,0.4157633946647976,0.6409053970091076,0.712755343433304,0.7783276467069584,0.8862590446709032,100.0,0.5422246685407168,0.08278749663780015,0.3953488372093023,0.480326902013649,0.5401770936775903,0.5975229658792651,0.7572815533980582
KNORAE (RandomUnderSampler),100.0,0.898846503035529,0.02880226575016604,0.8173888600588133,0.8825386283149516,0.9003591525125534,0.916617207486466,0.9683575505967824,100.0,0.6030432916237188,0.11017424414200308,0.3452569227213806,0.525227688031745,0.6051694643177032,0.6876658815530645,0.8256419454599002,100.0,0.5092839986184139,0.0770560592333058,0.3392857142857143,0.451699813853238,0.5064113102087786,0.569368410381184,0.7090909090909091
KNORAE (Standard),100.0,0.9004014228785399,0.030767260109063613,0.8186083722539352,0.8815098871492476,0.9042531006165884,0.9196514324279892,0.9703900709219858,100.0,0.6258099643564877,0.11729236196721868,0.3412344500200078,0.5328428726551061,0.6264236536264303,0.731220982519184,0.839023978624525,100.0,0.5278297050645664,0.08007742454042996,0.3714285714285714,0.4635761589403973,0.5294167912839137,0.5787118837275577,0.711864406779661
KNORAU (ClusterCentroids),100.0,0.9133321969796091,0.024413602099538686,0.8502508216571527,0.8988685616925043,0.9143853629554094,0.9291240934661786,0.9676784370051827,100.0,0.8466603403762957,0.04712674351716848,0.7159141150854665,0.821173663035053,0.8477836375472392,0.8754478866447509,0.9444494972109267,100.0,0.6242589048325193,0.16914208750898593,0.2591362126245847,0.4854636248589116,0.5925925925925926,0.7487761250235361,0.9555555555555556
KNORAU (RandomUnderSampler),100.0,0.9124128626574945,0.02581889227629755,0.8415109842587787,0.8978031482442483,0.9149606188085537,0.9302893484542449,0.9722532872441372,100.0,0.8499825991154875,0.048749962161694374,0.7123268153776438,0.8221093896145435,0.848994470664529,0.8841933183891733,0.9473057894470904,100.0,0.5386387270400109,0.11399681862395106,0.273015873015873,0.458642786723628,0.5367238562091503,0.606569102112676,0.7884615384615384
KNORAU (Standard),100.0,0.913985389342139,0.025221373850281382,0.8431370005189414,0.8976651283611337,0.9150926254401981,0.9311202546577924,0.9697803148244248,100.0,0.8509116729199927,0.04824927328508029,0.7092914787043546,0.8244401285015348,0.8480974305041034,0.882943729965823,0.9506796149173294,100.0,0.5438170711868413,0.1276360624367514,0.2779661016949152,0.44247038917089676,0.5466732204298673,0.6085406301824212,0.9166666666666666
KNeighborsClassifier (ClusterCentroids),100.0,0.9187633426694591,0.02690037007393322,0.8400190278498529,0.9040519844600382,0.9245154067618826,0.9358145010449526,0.9783169001902784,100.0,0.8727330072024722,0.04366051333066361,0.725621924854782,0.8470695422497411,0.8724989393195739,0.9043459044468827,0.9634652864511922,100.0,0.8879316848810243,0.03249547862344755,0.7901234567901234,0.8735632183908046,0.8888888888888888,0.907505285412262,0.9574468085106383
KNeighborsClassifier (RandomUnderSampler),100.0,0.9210049024992404,0.02652828963057612,0.8435466653111021,0.9040520464523214,0.9253285802047192,0.9369408296055307,0.9783169001902784,100.0,0.8733119910741418,0.04373020067064425,0.6630071141733764,0.8502127728614254,0.881100495541487,0.8985702728883622,0.9517906734349836,100.0,0.8867188522879295,0.0334087282522912,0.7906976744186046,0.8635167464114832,0.896551724137931,0.9111111111111112,0.9574468085106383
KNeighborsClassifier (Standard),100.0,0.9147316403654073,0.028021884511050785,0.8400190278498529,0.9037979400834824,0.9148936170212766,0.9358145010449526,0.9779100654997276,100.0,0.8585817359788708,0.04844048826972452,0.7126666058432345,0.8327201017506092,0.865263756796962,0.8931442907934187,0.9453463417821998,100.0,0.8925667709336957,0.03435092276497411,0.7901234567901234,0.8735632183908046,0.8953346855983773,0.9160552702372218,0.9565217391304348
Logarithmic (ClusterCentroids),100.0,0.9165262667722979,0.026607416083471617,0.8392060197197717,0.9032389556658624,0.91408044357844,0.9347982615464453,0.976283387988544,100.0,0.8291316422038452,0.06159791877363874,0.6480975984290022,0.7907992323566931,0.8403524071052587,0.8699949823606656,0.943057829289836,100.0,0.8432742932283805,0.041932579168166915,0.7529411764705882,0.8206087507926443,0.8444444444444444,0.8739224137931034,0.946236559139785
Logarithmic (RandomUnderSampler),100.0,0.9157913872529374,0.02676744199530374,0.839409271752292,0.9028319763266508,0.9154466585332792,0.9345714759682033,0.976283387988544,100.0,0.788709989274592,0.0680422731347895,0.614482032201718,0.740282110020436,0.7991962837645865,0.8384433610892382,0.9105542425219988,100.0,0.8335503772193388,0.04147367898825798,0.7070707070707071,0.8113207547169812,0.8342490842490843,0.8631578947368421,0.9263157894736842
Logarithmic (Standard),100.0,0.9169464600304709,0.026613371032281865,0.8383930115896904,0.9026291375760185,0.9156499932221771,0.9349776494077338,0.976080053299646,100.0,0.7826995037347974,0.07071605436982044,0.6184584052722188,0.7308128746437951,0.7987425951835284,0.8266820621952992,0.945477824622119,100.0,0.8346439896685908,0.0409902290705708,0.7191011235955056,0.8122051886792453,0.8373355040021706,0.8661512027491409,0.9263157894736842
LogitBoostClassifier (ClusterCentroids),100.0,0.9036004371053905,0.0317623250668769,0.8085106382978724,0.8846546798343904,0.9040520671164158,0.9257672684868726,0.9678818543504584,100.0,0.8638797425644387,0.04519884072669806,0.7317846013385362,0.8387904916386322,0.8655255400115293,0.8973891276001248,0.9486332747497476,100.0,0.8816629063916587,0.03925628435866468,0.7631578947368421,0.8604651162790697,0.8837209302325582,0.9090909090909092,0.9565217391304348
LogitBoostClassifier (RandomUnderSampler),100.0,0.908854314353389,0.02973495995986129,0.8191489361702128,0.8936170212765957,0.9144869476434808,0.9257672684868726,0.9777067308108296,100.0,0.8669378908015599,0.04552345777726926,0.7106041671739857,0.8392811201281559,0.8700648289293618,0.9006883158154516,0.9546245127135996,100.0,0.8829023405284342,0.03860206816480415,0.775,0.8666666666666667,0.8876262626262625,0.9090909090909092,0.945054945054945
LogitBoostClassifier (Standard),100.0,0.871748613377713,0.03648767054570042,0.7763924926483308,0.8436991663277755,0.8722387995156548,0.9034931240269849,0.9466052586057776,100.0,0.7957552813349241,0.09567233622653715,0.5334627498573457,0.7400694301604596,0.8245744676030279,0.8587100185772153,0.9391051370751564,100.0,0.834668366026926,0.05003214699328863,0.7027027027027027,0.8048780487804879,0.8352713178294574,0.8720423000660938,0.9333333333333332
METADES (ClusterCentroids),100.0,0.9004692798691484,0.030024773033311244,0.8289003486973601,0.8818744429927405,0.9025349057882608,0.9202160106599293,0.9636135616675316,100.0,0.6127073973874735,0.13133086274253555,0.3429266550212886,0.5064835879259155,0.604533014647988,0.7085096547517983,0.8652150709392179,100.0,0.5334039889060189,0.15762033013211568,0.2144772117962466,0.4069923642533937,0.5274436090225564,0.6567342533343613,0.8484848484848485
METADES (RandomUnderSampler),100.0,0.8938858004450643,0.03432104631644536,0.7677910396125238,0.8759965517825674,0.897119272018551,0.9177892897594235,0.961987545407369,100.0,0.5485046402446174,0.13329722516670245,0.2337331131589573,0.4607876884201922,0.5466778546020388,0.6490095722448734,0.8595291628444747,100.0,0.5373532285239381,0.13262663416576534,0.2317880794701986,0.44128545872731917,0.5332523199292973,0.6165726817042606,0.8333333333333334
METADES (Standard),100.0,0.8942829674698263,0.03322034782118556,0.7651487631897596,0.8780308963735939,0.8968467170100283,0.9153971993530784,0.9646933107213622,100.0,0.5557617387420887,0.13326139459544772,0.2125006536942617,0.4695491806903238,0.5482894867923698,0.6465944029219295,0.8863274651223776,100.0,0.5451441550687564,0.12638168336120348,0.2276422764227642,0.466170524261015,0.5443490368995128,0.6119034924020261,0.865979381443299
MLA (ClusterCentroids),100.0,0.8827513672068312,0.03583371278014444,0.7916666666666667,0.8602285504238021,0.884501660566626,0.9096090641757482,0.9464020065732572,100.0,0.7593558790944234,0.07563975401872847,0.5255761192322952,0.7059090403468893,0.7650450937362335,0.8128354463711738,0.8903618777197131,100.0,0.8024915890628133,0.07999014467316524,0.45,0.7654320987654321,0.816765415843757,0.8604651162790697,0.9230769230769232
MLA (RandomUnderSampler),100.0,0.8751678801018595,0.04049516700461474,0.7641274346084292,0.8478505417844169,0.872238758187466,0.9070387050666741,0.9560234656883528,100.0,0.7176107039981703,0.09080848381561424,0.4958589862296299,0.6374878701151161,0.7347477907672637,0.794218681336945,0.8593292737038527,100.0,0.7896982248829475,0.07602780932201038,0.532258064516129,0.7427073090789905,0.8,0.8479377958079783,0.9010989010989012
MLA (Standard),100.0,0.8777045527493305,0.03692589537630742,0.7653474427418169,0.8586614192485178,0.8773626841909442,0.9027309289050338,0.967475102316285,100.0,0.7266389835250037,0.09216545098555548,0.4845501540121812,0.6614119511900302,0.7474067031726179,0.7771665591147086,0.9219718420699772,100.0,0.7838626115678808,0.086674790729761,0.5185185185185185,0.752016129032258,0.8021739130434783,0.8366008991008991,0.9361702127659576
MLPClassifier (ClusterCentroids),100.0,0.9185658440220341,0.028707311597901804,0.8331299986444354,0.9038487737557067,0.9161583299444218,0.9367374949166327,0.9785201522227988,100.0,0.8773932203304271,0.04468628144770508,0.7573076729556514,0.8491056868226392,0.8778009552585164,0.9129554940002733,0.9611181472570604,100.0,0.8835181600555819,0.037845334799279644,0.7764705882352941,0.8628435517970402,0.8863636363636364,0.9069767441860463,0.967741935483871
MLPClassifier (RandomUnderSampler),100.0,0.918273539753743,0.027990846060293107,0.8435466653111021,0.9034423110188547,0.9146903649887564,0.9362799918666124,0.978113648157758,100.0,0.8809494676103107,0.04328776050109585,0.7295152172061627,0.8562565301863584,0.8835563156532944,0.9108364337427244,0.9551082648921714,100.0,0.8750480327776137,0.03402130760486098,0.7951807228915663,0.8532153956490557,0.875,0.8994320286455117,0.9473684210526316
MLPClassifier (Standard),100.0,0.916570378643238,0.028731929001592625,0.8400188625370977,0.8956299986444354,0.9164633319777687,0.935966898741154,0.9783167348775232,100.0,0.8967519834569218,0.037141338125939165,0.7606534121360403,0.873548347476125,0.9010186462266458,0.9213333437384442,0.9771375435246882,100.0,0.890454343392274,0.03540531259361112,0.7901234567901234,0.8705882352941177,0.896551724137931,0.9130434782608696,0.9574468085106383
RRC (ClusterCentroids),100.0,0.9152070338563688,0.02754774352188088,0.8283644698149109,0.9035655645379589,0.9135722308407617,0.934164310652142,0.9758767186107482,100.0,0.8171206999978685,0.07339156779990613,0.6537826778086343,0.7759289401663668,0.8323359871443556,0.8674621883323588,0.9491683889517392,100.0,0.8229176403603538,0.04930522239328087,0.7207207207207207,0.7913071123626124,0.8200501253132833,0.8578571428571429,0.946236559139785
RRC (RandomUnderSampler),100.0,0.915335033570624,0.02752219445813554,0.8173196678775299,0.9028223098171719,0.9151416564999322,0.9337820013838437,0.9752667145440544,100.0,0.7617173291446073,0.07515154247631681,0.5929650084662781,0.7074078903895892,0.7681759830631578,0.815371229249683,0.9063450476386382,100.0,0.8026836470684978,0.045308853848227325,0.693069306930693,0.7732579861759761,0.8041237113402062,0.8320957095709571,0.9263157894736842
RRC (Standard),100.0,0.9172250560902662,0.026588283862986763,0.838799515654731,0.9026291375760185,0.9148366544665854,0.9339616578783594,0.9758767186107482,100.0,0.7622718009346896,0.07691508673562282,0.5929336229562856,0.706936918391011,0.7678169845145324,0.8199114405406108,0.9395309619452392,100.0,0.8077489989241968,0.043550485567350854,0.7128712871287128,0.78,0.8113207547169812,0.8295454545454546,0.9263157894736842
RUSBoostClassifier (ClusterCentroids),100.0,0.9138920645146744,0.025982004519394294,0.8363588381369351,0.8997819559931818,0.9128317888549518,0.9319527330911607,0.9750633798551565,100.0,0.8562285720714347,0.0525878216382515,0.6455215199455986,0.8326587868933853,0.8658746418219694,0.8899514568818669,0.9438557429694852,100.0,0.7627147765970632,0.05059592338717243,0.6181818181818182,0.7365938430983118,0.7692307692307693,0.7959183673469388,0.8712871287128713
RUSBoostClassifier (RandomUnderSampler),100.0,0.9215998439491557,0.024948170636282276,0.8467938013203776,0.9082425177160757,0.922711637522028,0.940710949662688,0.9744533757884628,100.0,0.8536847760885865,0.05638350468054463,0.6036397465531508,0.8236424678651996,0.8682646855067104,0.8906390866127325,0.9468277588309983,100.0,0.6901558420549698,0.05670364351753437,0.543046357615894,0.6511627906976745,0.691906936911219,0.7342193993570141,0.819047619047619
RUSBoostClassifier (Standard),100.0,0.9202688991828907,0.025649977106823672,0.8472004706981735,0.9089993080781872,0.9213644629913632,0.9370992792434218,0.975471371734994,100.0,0.8491293815034326,0.0518406531870629,0.6835792658704425,0.8204638617933011,0.8594780407308837,0.8805605105641465,0.9417859558750729,100.0,0.702035473759753,0.059164114640827936,0.5833333333333334,0.6614173228346457,0.7,0.7435835351089588,0.8461538461538461
RandomForestClassifier (ClusterCentroids),100.0,0.9162300307731452,0.02749019124333504,0.839409271752292,0.9036455630513752,0.9159549952555239,0.9357635847163503,0.9775033961219316,100.0,0.8563875394168328,0.04848750192657541,0.6932526472087671,0.8275525101033099,0.8610887188934688,0.8920324966504365,0.9495533020581592,100.0,0.8803281358568914,0.036912654982793454,0.7619047619047619,0.862484700122399,0.8863636363636364,0.9016306274370791,0.9565217391304348
RandomForestClassifier (RandomUnderSampler),100.0,0.9160944892799602,0.027684734281172012,0.839409271752292,0.9036453150822424,0.9160566625999728,0.9352555786196161,0.9773000614330336,100.0,0.8584218168550826,0.04731055411183279,0.6982095361374473,0.8354540445008586,0.8644647150982987,0.8941879503704424,0.946516133129785,100.0,0.8690775376965906,0.038490883387479316,0.75,0.8541081460674157,0.8764044943820225,0.8888888888888888,0.946236559139785
RandomForestClassifier (Standard),100.0,0.91609227875385,0.02766067368475636,0.8392060197197717,0.9036453150822424,0.9160566625999728,0.9351536426419399,0.9773000614330336,100.0,0.8588212774144077,0.04744079603830881,0.6992135573360911,0.8350789706000862,0.865130566028449,0.8923918472139076,0.9490377265533212,100.0,0.8690643238978241,0.03863306026705376,0.7529411764705882,0.8500625782227784,0.8757022471910112,0.8941710992907801,0.946236559139785
StackingClassifier (ClusterCentroids),100.0,0.9268602017693176,0.024545971102131154,0.8500471563427444,0.9134196058395219,0.9255959527023324,0.945588998443176,0.978113648157758,100.0,0.8835193703228704,0.03975808489325817,0.7477584884439136,0.8579721568234749,0.88603388854042,0.9103033026098535,0.9606313941273388,100.0,0.8671512309727402,0.03557731979172642,0.76,0.845360824742268,0.8729518219613598,0.8911429186396901,0.9473684210526316
StackingClassifier (RandomUnderSampler),100.0,0.9355491921605315,0.023133600970677366,0.8494371522760507,0.9223749472098338,0.9338399755998374,0.9533805280145676,0.9850934094447328,100.0,0.8867745576854383,0.03767564965511436,0.7549474239049802,0.8652124065558515,0.8888625371545693,0.9128929788046245,0.9522543081762548,100.0,0.7716107951687446,0.04191225677927416,0.6363636363636364,0.75,0.7721035261420879,0.7958033197619793,0.8723404255319149
StackingClassifier (Standard),100.0,0.9347046370148695,0.022359697123433032,0.8684770664428543,0.9214160612350804,0.9331757019056481,0.9519767422188166,0.9838738972496108,100.0,0.8843833535343157,0.038034423065103094,0.77007810413903,0.8634967386573447,0.8840563543651561,0.9110977858560368,0.9498072256986468,100.0,0.7465747105491638,0.04220300055359641,0.6511627906976745,0.7192982456140351,0.7521929824561404,0.7726041472071736,0.8490566037735849
